Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,
151,3-Apr-10,Brabourne Stadium,Mumbai Indians,Deccan Chargers,Mumbai Indians,Bat,Group,178,5,115,10,Mumbai Indians,Runs,63,Ambati Rayudu,
152,4-Apr-10,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Bat,Group,200,3,204,2,Kings XI Punjab,Wickets,8,Mahela Jayawardene,
153,4-Apr-10,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Bat,Group,184,5,147,9,Delhi Daredevils,Runs,37,Paul Collingwood,
154,5-Apr-10,Vidarbha Cricket Association Stadium,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Bat,Group,159,10,157,10,Rajasthan Royals,Runs,2,Shane Warne,
155,6-Apr-10,M. A. Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Group,165,4,141,9,Chennai Super Kings,Runs,24,Suresh Raina,
156,7-Apr-10,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Bat,Group,153,6,157,1,Rajasthan Royals,Wickets,9,Michael Lumb,
157,7-Apr-10,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Bat,Group,181,3,167,8,Kolkata Knight Riders,Runs,14,Sourav Ganguly,
158,8-Apr-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,Field,Group,184,6,186,3,Deccan Chargers,Wickets,7,Tirumalasetti Suman,
159,9-Apr-10,Punjab Cricket Association Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,154,9,158,4,Kings XI Punjab,Wickets,6,Kumar Sangakkara,
160,10-Apr-10,Vidarbha Cricket Association Stadium,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,138,8,139,4,Deccan Chargers,Wickets,6,Ryan Harris,
161,10-Apr-10,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,160,9,162,3,Royal Challengers Bangalore,Wickets,7,Brendon McCullum,
162,11-Apr-10,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,111,10,112,3,Kings XI Punjab,Wickets,7,Piyush Chawla,
163,11-Apr-10,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,174,5,137,8,Mumbai Indians,Runs,37,Sachin Tendulkar,
164,12-Apr-10,Vidarbha Cricket Association Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,151,6,138,10,Deccan Chargers,Runs,13,Harmeet Singh,
165,13-Apr-10,Brabourne Stadium,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Bat,Group,183,4,144,7,Mumbai Indians,Runs,39,Kieron Pollard,
166,13-Apr-10,M. A. Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Bat,Group,139,8,143,1,Chennai Super Kings,Wickets,9,Ravichandran Ashwin,
167,14-Apr-10,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,130,6,132,5,Royal Challengers Bangalore,Wickets,5,Kevin Pietersen,
168,15-Apr-10,M. A. Chidambaram Stadium,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,112,9,113,4,Delhi Daredevils,Wickets,6,Gautam Gambhir,
169,16-Apr-10,HPCA Cricket Stadium,Kings XI Punjab,Deccan Chargers,Deccan Chargers,Field,Group,174,3,178,5,Deccan Chargers,Wickets,5,Rohit Sharma,
170,17-Apr-10,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,191,4,134,9,Mumbai Indians,Runs,57,Ryan McLaren,
171,17-Apr-10,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,132,9,133,2,Kolkata Knight Riders,Wickets,8,Jaydev Unadkat,
172,18-Apr-10,HPCA Cricket Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,192,3,195,4,Chennai Super Kings,Wickets,6,Mahendra Singh Dhoni,
173,18-Apr-10,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,145,7,134,7,Deccan Chargers,Runs,11,Andrew Symonds,
174,19-Apr-10,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Bat,Group,133,8,135,1,Kolkata Knight Riders,Wickets,9,Murali Kartik,
175,21-Apr-10,DY Patil Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Bat,Playoff,184,5,149,9,Mumbai Indians,Runs,35,Kieron Pollard,
176,22-Apr-10,DY Patil Stadium,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Playoff,142,7,104,10,Chennai Super Kings,Runs,38,Doug Bollinger,
177,24-Apr-10,DY Patil Stadium,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Bat,Playoff,82,10,86,1,Royal Challengers Bangalore,Wickets,9,Anil Kumble,
178,25-Apr-10,DY Patil Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Final,168,5,146,9,Chennai Super Kings,Runs,22,Suresh Raina,
179,8/4/2011,M. A. Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,153,4,151,7,Chennai Super Kings,Runs,2,Srikkanth Anirudha,
180,9/4/2011,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Group,137,8,141,2,Rajasthan Royals,Wickets,8,Siddharth Trivedi,
181,9/4/2011,Jawaharlal Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,Bat,Group,161,5,162,4,Royal Challengers Bangalore,Wickets,6,AB de Villiers,
182,10/4/2011,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Bat,Group,95,10,99,2,Mumbai Indians,Wickets,8,Lasith Malinga,
183,10/4/2011,DY Patil Stadium,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,Bat,Group,112,8,113,3,Pune Warriors India,Wickets,7,Shrikant Wagh,
184,11/4/2011,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Group,163,4,154,8,Kolkata Knight Riders,Runs,9,Jacques Kallis,
185,12/4/2011,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,151,6,152,4,Rajasthan Royals,Wickets,6,Shane Warne,
186,12/4/2011,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,140,4,143,1,Mumbai Indians,Wickets,9,Sachin Tendulkar,
187,13-04-2011,Punjab Cricket Association Stadium,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,Field,Group,188,4,193,4,Kings XI Punjab,Wickets,6,Paul Valthaty,
188,13-04-2011,DY Patil Stadium,Kochi Tuskers Kerala,Pune Warriors India,Kochi Tuskers Kerala,Bat,Group,148,8,151,6,Pune Warriors India,Wickets,4,Mohnish Mishra,
189,14-04-2011,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,175,5,142,9,Deccan Chargers,Runs,33,Dale Steyn,
190,15-04-2011,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,159,4,160,1,Kolkata Knight Riders,Wickets,9,Gautam Gambhir,
191,15-04-2011,Wankhede Stadium,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,182,2,184,2,Kochi Tuskers Kerala,Wickets,8,Brendon McCullum,
192,16-04-2011,M. A. Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Group,183,5,162,7,Chennai Super Kings,Runs,21,Michael Hussey,
193,16-04-2011,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,165,8,166,2,Kings XI Punjab,Wickets,8,Paul Valthaty,
194,17-04-2011,DY Patil Stadium,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,Field,Group,187,5,190,7,Delhi Daredevils,Wickets,3,Yuvraj Singh,
195,17-04-2011,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,81,10,85,2,Kolkata Knight Riders,Wickets,8,Lakshmipathy Balaji,
196,18-04-2011,Jawaharlal Nehru Stadium,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,131,4,135,3,Kochi Tuskers Kerala,Wickets,7,Brendon McCullum,
197,19-04-2011,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,168,4,152,7,Deccan Chargers,Runs,16,Sunny Sohal,
198,19-04-2011,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,NULL,
199,20-04-2011,Wankhede Stadium,Pune Warriors India,Mumbai Indians,Pune Warriors India,Bat,Group,118,10,124,3,Mumbai Indians,Wicket,7,Munaf Patel,
200,20-04-2011,Eden Gardens,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,132,7,126,9,Kochi Tuskers Kerala,Runs,6,Mahela Jayawardene,
201,21-04-2011,Punjab Cricket Association Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,Field,Group,195,7,147,7,Kings XI Punjab,Runs,48,Shaun Marsh,
202,22-04-2011,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,171,5,175,1,Royal Challengers Bangalore,Wickets,9,Chris Gayle,
203,22-04-2011,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,164,4,156,9,Mumbai Indians,Runs,8,Harbhajan Singh,
204,23-04-2011,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,231,4,202,6,Delhi Daredevils,Runs,29,David Warner,
205,24-04-2011,Rajiv Gandhi International Cricket Stadium,Mumbai Indians,Deccan Chargers,Deccan Chargers,Field,Group,172,4,135,8,Mumbai Indians,Runs,37,Lasith Malinga,
206,24-04-2011,Sawai Mansingh Stadium,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,Field,Group,109,10,111,2,Rajasthan Royals,Wickets,8,Shane Warne,
207,25-04-2011,M. A. Chidambaram Stadium,Chennai Super Kings,Pune Warriors India,Pune Warriors India,Field,Group,142,6,117,9,Chennai Super Kings,Runs,25,Michael Hussey,
208,26-04-2011,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,160,6,161,7,Royal Challengers Bangalore,Wickets,3,Virat Kohli,
209,27-04-2011,DY Patil Stadium,Pune Warriors India,Chennai Super Kings,Pune Warriors India,Bat,Group,141,6,145,2,Chennai Super Kings,Wickets,8,Doug Bollinger,
210,27-04-2011,Jawaharlal Nehru Stadium,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,129,6,74,10,Deccan Chargers,Runs,55,Ishant Sharma,
211,28-04-2011,Feroz Shah Kotla,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,148,7,131,9,Kolkata Knight Riders,Runs,17,Manoj Tiwary,
212,29-04-2011,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,94,8,95,3,Rajasthan Royals,Wickets,7,Johan Botha,
213,29-04-2011,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,Field,Group,181,5,155,5,Royal Challengers Bangalore,Runs,26,Virat Kohli,
214,30-04-2011,Jawaharlal Nehru Stadium,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,Bat,Group,157,7,119,10,Delhi Daredevils,Runs,38,Virender Sehwag,
215,30-04-2011,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,119,6,120,2,Kolkata Knight Riders,Wickets,8,Iqbal Abdulla,
216,1/5/2011,Sawai Mansingh Stadium,Pune Warriors India,Rajasthan Royals,Rajasthan Royals,Field,Group,143,7,144,4,Rajasthan Royals,Wickets,6,Ross Taylor,
217,1/5/2011,M. A. Chidambaram Stadium,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,165,5,146,8,Chennai Super Kings,Runs,19,Albie morkel,
218,2/5/2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,159,5,136,8,Mumbai Indians,Runs,23,Kieron Pollard,
219,2/5/2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,140,6,141,3,Kochi Tuskers Kerala,Wickets,7,Prasanth Parameswaran,
220,3/5/2011,Rajiv Gandhi International Cricket Stadium,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,169,4,149,6,Kolkata Knight Riders,Runs,20,Yusuf Pathan,
221,4/5/2011,M. A. Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,147,6,149,2,Chennai Super Kings,Wickets,8,Michael Hussey,
222,4/5/2011,DY Patil Stadium,Mumbai Indians,Pune Warriors India,Pune Warriors India,Field,Group,160,7,139,7,Mumbai Indians,Runs,21,Rahul Sharma,
223,5/5/2011,Jawaharlal Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,156,5,139,7,Kochi Tuskers Kerala,Runs,17,Brad Hodge,
224,5/5/2011,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,Field,Group,175,5,179,6,Delhi Daredevils,Wickets,4,Virender Sehwag,
225,6/5/2011,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,205,6,120,9,Royal Challengers Bangalore,Runs,85,Chris Gayle,
226,7/5/2011,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,114,4,61,2,Kolkata Knight Riders,Runs,10,Iqbal Abdulla,
227,7/5/2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,178,4,146,10,Mumbai Indians,Runs,32,Ambati Rayudu,
228,8/5/2011,M. Chinnaswamy Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,Bat,Group,125,9,128,1,Royal Challengers Bangalore,Wickets,9,Chris Gayle,
229,8/5/2011,Punjab Cricket Association Stadium,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,Bat,Group,119,8,120,5,Pune Warriors India,Wickets,5,Rahul Sharma,
230,9/5/2011,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,196,3,133,10,Chennai Super Kings,Runs,63,Murali Vijay,
231,10/5/2011,Rajiv Gandhi International Cricket Stadium,Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,136,8,137,4,Pune Warriors India,Wickets,6,Mitchell Marsh,
232,10/5/2011,Punjab Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,163,8,87,10,Kings XI Punjab,Runs,76,Bhargav Bhatt,
233,11/5/2011,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,146,6,151,1,Royal Challengers Bangalore,Wickets,9,Sreenath Aravind,
234,12/5/2011,M. A. Chidambaram Stadium,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,176,4,158,6,Chennai Super Kings,Runs,18,Mahendra Singh Dhoni,
235,13-05-2011,Holkar Cricket Stadium,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,Field,Group,178,7,181,4,Kings XI Punjab,Wickets,6,Dinesh Karthik,
236,14-05-2011,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,89,4,105,6,Royal Challengers Bangalore,Wickets,4,Chris Gayle,
237,14-05-2011,Wankhede Stadium,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,135,6,125,8,Deccan Chargers,Runs,10,Amit Mishra,
238,15-05-2011,HPCA Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,170,6,141,8,Kings XI Punjab,Runs,29,Piyush Chawla,
239,15-05-2011,Holkar Cricket Stadium,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,97,10,98,2,Kochi Tuskers Kerala,Wickets,8,Brad Hodge,
240,16-05-2011,DY Patil Stadium,Pune Warriors India,Deccan Chargers,Deccan Chargers,Field,Group,136,9,138,4,Deccan Chargers,Wickets,6,Amit Mishra,
241,17-05-2011,HPCA Stadium,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Bat,Group,232,2,121,10,Kings XI Punjab,Runs,111,Adam Gilchrist,
242,18-05-2011,M. A. Chidambaram Stadium,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,Bat,Group,152,5,141,5,Chennai Super Kings,Runs,11,Wriddhiman Saha,
243,19-05-2011,DY Patil Stadium,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,118,7,119,3,Kolkata Knight Riders,Wickets,7,Yusuf Pathan,
244,20-05-2011,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,133,5,134,0,Rajasthan Royals,Wickets,10,Shane Watson,
245,21-05-2011,HPCA Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,198,2,116,10,Deccan Chargers,Runs,82,Shikhar Dhawan,
246,21-05-2011,Feroz Shah Kotla,Delhi Daredevils,Pune Warriors India,Delhi Daredevils,Bat,Group,56,3,,,,,,,
247,22-05-2011,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,128,8,129,2,Royal Challengers Bangalore,Wickets,8,Chris Gayle,
248,22-05-2011,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,175,7,178,5,Mumbai Indians,Wickets,5,James Franklin,
249,24-05-2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Playoff,175,4,177,4,Chennai Super Kings,Wickets,6,Suresh Raina,
250,25-05-2011,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Playoff,147,7,148,6,Mumbai Indians,Wickets,4,Munaf Patel,
251,27-05-2011,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Playoff,185,4,142,8,Royal Challengers Bangalore,Runs,43,Chris Gayle,
252,28-05-2011,M. A. Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Final,205,5,147,8,Chennai Super Kings,Runs,58,Murali Vijay,
253,4/4/2012,M. A. Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,112,10,115,2,Mumbai Indians,Wickets,8,Richard Levi,
254,5/4/2012,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,97,9,100,2,Delhi Daredevils,Wickets,8,Irfan Pathan,
255,6/4/2012,Wankhede Stadium,Pune Warriors India,Mumbai Indians,Mumbai Indians,Field,Group,129,9,101,9,Pune Warriors India,Runs,28,Steve Smith,
256,6/4/2012,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,191,4,160,9,Rajasthan Royals,Runs,31,Ajinkya Rahane,
257,7/4/2012,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,Field,Group,157,8,137,7,Royal Challengers Bangalore,Runs,20,AB de Villiers,
258,7/4/2012,ACA-VDCA Stadium,Chennai Super Kings,Deccan Chargers,Deccan Chargers,Field,Group,193,6,119,10,Chennai Super Kings,Runs,74,Ravindra Jadeja,
259,8/4/2012,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,164,5,142,10,Rajasthan Royals,Runs,22,Brad Hodge,
260,8/4/2012,Subrata Roy Sahara Stadium,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,Bat,Group,166,6,144,8,Pune Warriors India,Runs,22,Marlon Samuels,
261,9/4/2012,ACA-VDCA Stadium,Deccan Chargers,Mumbai Indians,Mumbai Indians,Bat,Group,138,9,142,5,Mumbai Indians,Wickets,5,Rohit Sharma,
262,10/4/2012,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,165,8,123,9,Kolkata Knight Riders,Runs,42,Lakshmipathy Balaji,
263,10/4/2012,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,110,8,111,2,Delhi Daredevils,Wickets,8,Morne Morkel,
264,11/4/2012,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,197,6,170,10,Mumbai Indians,Runs,27,Kieron Pollard,
265,12/4/2012,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Bat,Group,205,8,208,5,Chennai Super Kings,Wickets,5,Francois du Plessis,
266,12/4/2012,Punjab Cricket Association Stadium,Pune Warriors India,Kings XI Punjab,Kings XI Punjab,Field,Group,115,10,116,3,Kings XI Punjab,Wickets,7,Dimitri Mascarenhas,
267,13-04-2012,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Bat,Group,131,5,137,5,Kolkata Knight Riders,Wickets,5,Shakib Al Hasan,
268,14-04-2012,Subrata Roy Sahara Stadium,Chennai Super Kings,Pune Warriors India,Chennai Super Kings,Bat,Group,155,5,156,3,Pune Warriors India,Wickets,7,Jesse Ryder,
269,15-04-2012,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,134,9,132,7,Kings XI Punjab,Runs,2,Sunil Narine,
270,15-04-2012,M. Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,195,2,136,10,Rajasthan Royals,Runs,59,Ajinkya Rahane,
271,16-04-2012,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,92,10,93,3,Delhi Daredevils,Wickets,7,Shahbaz Nadeem,
272,17-04-2012,Sawai Mansingh Stadium,Deccan Chargers,Rajasthan Royals,Deccan Chargers,Bat,Group,196,2,197,5,Rajasthan Royals,Wickets,5,Brad Hodge,
273,17-04-2012,M. Chinnaswamy Stadium,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,Bat,Group,182,6,186,4,Royal Challengers Bangalore,Wickets,6,Chris Gayle,
274,18-04-2012,Punjab Cricket Association Stadium,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Bat,Group,124,7,127,2,Kolkata Knight Riders,Wickets,8,Gautam Gambhir,
275,19-04-2012,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Bat,Group,157,8,162,5,Delhi Daredevils,Wickets,5,Kevin Pietersen,
276,19-04-2012,M. A. Chidambaram Stadium,Chennai Super Kings,Pune Warriors India,Pune Warriors India,Field,Group,164,5,151,7,Chennai Super Kings,Runs,13,Nuwan Kulasekara,
277,20-04-2012,Punjab Cricket Association Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,163,6,166,5,Royal Challengers Bangalore,Wickets,5,Chris Gayle,
278,21-04-2012,M. A. Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,146,4,147,3,Chennai Super Kings,Wickets,7,Francois du Plessis,
279,21-04-2012,Feroz Shah Kotla,Pune Warriors India,Delhi Daredevils,Delhi Daredevils,Field,Group,192,3,172,7,Pune Warriors India,Runs,20,Sourav Ganguly,
280,22-04-2012,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Bat,Group,163,6,164,4,Kings XI Punjab,Wickets,6,Shaun Marsh,
281,22-04-2012,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,126,7,127,5,Kolkata Knight Riders,Wickets,5,Brett Lee,
282,23-04-2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Group,189,3,143,7,Royal Challengers Bangalore,Runs,46,AB de Villiers,
283,24-04-2012,Subrata Roy Sahara Stadium,Pune Warriors India,Delhi Daredevils,Pune Warriors India,Bat,Group,146,2,148,2,Delhi Daredevils,Wickets,8,Virender Sehwag,
284,24-04-2012,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,NULL,
285,25-04-2012,Punjab Cricket Association Stadium,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Bat,Group,168,3,171,6,Mumbai Indians,Wickets,4,Ambati Rayudu,
286,25-04-2012,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,NULL,0,0,0,0,NULL,NULL,0,NULL,
287,26-04-2012,Subrata Roy Sahara Stadium,Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,177,4,159,7,Deccan Chargers,Runs,18,Cameron White,
288,27-04-2012,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,Field,Group,207,5,170,9,Delhi Daredevils,Runs,37,Virender Sehwag,
289,28-04-2012,M. A. Chidambaram Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Bat,Group,156,8,149,8,Kings XI Punjab,Runs,7,Mandeep Singh,
290,28-04-2012,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Bat,Group,190,4,143,6,Kolkata Knight Riders,Runs,47,Gautam Gambhir,
291,29-04-2012,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Bat,Group,152,6,151,3,Delhi Daredevils,Runs,1,Virender Sehwag,
292,29-04-2012,Wankhede Stadium,Deccan Chargers,Mumbai Indians,Mumbai Indians,Field,Group,100,10,101,5,Mumbai Indians,Wickets,5,Dale Steyn,
293,30-04-2012,M. A. Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,139,5,140,5,Kolkata Knight Riders,Wickets,5,Gautam Gambhir,
294,1/5/2012,Barabati Stadium,Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,186,4,173,5,Deccan Chargers,Runs,13,Kumar Sangakkara,
295,1/5/2012,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Bat,Group,141,6,144,4,Delhi Daredevils,Wickets,6,Pawan Negi,
296,2/5/2012,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,158,5,163,6,Kings XI Punjab,Wickets,4,Azhar Mahmood,
